"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PELI1",1.03625016146801e-06,2.17517394171599,0.414,0.114,0.0149468723290145
"MRM2",1.06408256486059e-06,2.26874805702819,0.357,0.068,0.0153483269155491
"ZNF280D",1.50624220081416e-06,1.59318300752612,0.5,0.193,0.0217260375045435
"SPIN1",1.60067344751908e-06,1.83794324189103,0.45,0.148,0.0230881138070152
"FNBP1",1.62613784059699e-06,2.03058831983342,0.414,0.114,0.023455412212771
"SERGEF",2.23787103502127e-06,1.85852757404712,0.379,0.091,0.0322790518091468
"PHF6",3.04811650409356e-06,1.56044622111413,0.357,0.068,0.0439660324550456
"ABCB6",3.22195358458646e-06,1.61555082055458,0.407,0.114,0.0464734585040751
"PTCD3",3.47413825864663e-06,1.36257007938471,0.436,0.125,0.0501109702427191
"AP1G2",3.55894875895464e-06,1.73224704526368,0.386,0.102,0.0513342768991617
"HSD17B8",4.35257424025056e-06,1.89308479608349,0.364,0.091,0.0627815308413741
"RBM10",4.80812827516916e-06,1.61555082055458,0.414,0.125,0.06935244224104
"TUT7",5.68047661473703e-06,1.53178246286198,0.457,0.159,0.0819351946909669
"HLA-DRB5",5.88472737773279e-06,4.2500953501263,0.293,0.045,0.0848813076964178
"DHRSX",6.08058850253513e-06,1.86620150193254,0.414,0.136,0.0877064085605667
"MT-CO1",6.8571079432261e-06,0.440392178096126,1,1,0.0989069249730933
"RING1",7.25072027299075e-06,1.72246602447109,0.421,0.136,0.104584389217619
"WHAMM",7.82664180943275e-06,1.91511110241349,0.357,0.091,0.112891481459258
"COLGALT1",7.86182286097888e-06,1.89086355616681,0.357,0.091,0.113398932946759
"CANT1",8.75919893623001e-06,1.1641386502534,0.457,0.159,0.126342685456182
"FBXO33",9.02502420874648e-06,2.3962377921501,0.314,0.068,0.130176949186959
"TNFAIP2",9.38372603994172e-06,1.4081511136936,0.443,0.136,0.135350864400119
"MECR",1.0199242799316e-05,1.80145432061792,0.329,0.068,0.147113878137335
"ISYNA1",1.11999470527789e-05,1.76755391399963,0.343,0.08,0.161548036289284
"SDC4",1.14455395133787e-05,-0.600386578644569,0.786,0.955,0.165090461940975
"ZNF226",1.15231059937304e-05,1.40414918313611,0.436,0.148,0.166209280853567
"RNF138",1.33729233777598e-05,1.21911728930359,0.443,0.148,0.192891046800807
"ARHGEF1",1.62619107487569e-05,2.25071413419793,0.307,0.068,0.23456180064007
"TAF2",1.8244431165142e-05,1.3890422907459,0.4,0.125,0.263157675126008
"ZDHHC5",1.96498001783892e-05,1.40414918313611,0.443,0.159,0.283428717773086
"SIPA1L1",2.03579808869017e-05,1.65207669657969,0.35,0.091,0.29364351631267
"FARP1",2.05107552437256e-05,2.0909609378129,0.321,0.08,0.295847133635499
"RAD51C",2.07845453207904e-05,1.34722211505127,0.443,0.17,0.29979628170708
"DPH5",2.08011835715138e-05,1.56961453638772,0.436,0.17,0.300036271835515
"CCDC24",2.20887551327275e-05,1.15457703710888,0.464,0.17,0.318608204034462
"RET",2.23106428243663e-05,1.52083216330144,0.357,0.091,0.32180871209866
"AL161908.1",2.30750988483389e-05,1.83264894222151,0.307,0.068,0.33283522578844
"C1orf174",2.33722633195339e-05,2.25071413419793,0.3,0.068,0.337121526120957
"AGAP3",2.40480515743375e-05,1.40053792958373,0.429,0.148,0.346869095908244
"EXOC5",2.40919020232236e-05,1.57300512558849,0.364,0.102,0.347501594782978
"JARID2",2.46371380585837e-05,1.78386656913523,0.45,0.17,0.355366079357011
"ASCC2",2.53904796679869e-05,1.162025842884,0.486,0.205,0.366232278731043
"PLEKHB2",2.56431755901527e-05,0.927234661495976,0.764,0.591,0.369877164712362
"CNPPD1",2.58093733747985e-05,1.22323339777582,0.429,0.148,0.372274401558094
"ZNF721",2.58272600346988e-05,1.47901198760681,0.479,0.205,0.372532398740496
"USP5",2.62165953994714e-05,1.33014860169233,0.443,0.17,0.378148172041976
"NSDHL",2.66073899249911e-05,1.18259141327847,0.4,0.125,0.383784992278071
"CPT2",2.81762423657173e-05,2.21279165105417,0.3,0.068,0.406414119883106
"HSH2D",2.86716482714668e-05,1.38325993815189,0.429,0.159,0.413559854667637
"PARN",2.87501205501401e-05,1.41356460987997,0.436,0.17,0.414691738815221
"MTAP",2.92921747424733e-05,1.62970888355124,0.35,0.102,0.422510328485435
"ALG14",2.95453670234147e-05,1.71261823851474,0.364,0.114,0.426162373945734
"NUP214",2.9655456926406e-05,1.87763639699482,0.364,0.114,0.42775031070648
"COTL1",2.96793871828923e-05,2.88654195021672,0.407,0.159,0.428095480726039
"STK11",3.01093436910887e-05,1.31103977874463,0.393,0.125,0.434297173400263
"EPN2",3.03182485322784e-05,1.23285140033742,0.457,0.182,0.437310416829584
"RPF1",3.10386379915686e-05,1.63271137171276,0.393,0.136,0.447701314390386
"RELT",3.11008423086459e-05,2.59693514238723,0.307,0.08,0.448598549459908
"C2orf76",3.18873542489934e-05,1.33014860169233,0.436,0.159,0.459943197687481
"DCAF12",3.31072828332091e-05,1.91511110241349,0.329,0.091,0.477539447586208
"MYH14",3.34445641920505e-05,2.00257394366383,0.286,0.057,0.482404393906136
"TLCD1",3.62000009232286e-05,1.19956449188219,0.471,0.205,0.522148813316649
"GHDC",4.12303619278846e-05,1.1940870521163,0.507,0.239,0.594706740447808
"SCARB1",4.12990971959425e-05,1.36762330711099,0.429,0.159,0.595698177954274
"SETD4",4.15095539291189e-05,2.36577251142305,0.257,0.045,0.598733805873611
"UBE3C",4.32577550589635e-05,1.26303440583379,0.407,0.136,0.623949858970489
"CUL4A",4.47345860096516e-05,1.1940870521163,0.464,0.182,0.645251668603215
"CNOT6",4.48845956049258e-05,1.53659947915976,0.336,0.091,0.64741540700545
"MAP2K1",4.66051438410161e-05,1.27356507332596,0.443,0.17,0.672232594762816
"SLC4A1AP",4.67375379587022e-05,1.19890406841408,0.464,0.193,0.674142247516321
"PRXL2C",4.88850695316967e-05,1.5177756048681,0.393,0.136,0.705118242925194
"PFKL",4.9813098075396e-05,1.4769899900216,0.429,0.17,0.718504126639512
"AC018521.5",5.00599301794927e-05,1.1125571666197,0.457,0.182,0.722064432909002
"KCNH2",5.18328680721996e-05,1.46765212544227,0.4,0.148,0.747637289073407
"EHD1",5.18834764677645e-05,1.18641312423088,0.421,0.159,0.748367264571035
"C4orf33",5.29274767645643e-05,1.5888828700925,0.35,0.102,0.763425924852076
"FBXL17",5.47409383063822e-05,1.25614802024855,0.414,0.148,0.789583294131257
"TAF11",5.74899959367644e-05,1.75899190049621,0.35,0.114,0.82923570139189
"TBC1D24",5.90527601015179e-05,1.25214608969106,0.4,0.136,0.851777011704294
"CYB561A3",5.94508586168374e-05,0.563638731912109,0.486,0.193,0.857519184689262
"SP110",6.12205032187617e-05,1.08914050218854,0.443,0.159,0.883044538427419
"TCEAL8",6.16814151257894e-05,1.78958022032963,0.336,0.102,0.889692731774386
"RRP1",6.20561048244908e-05,1.29362272566722,0.421,0.159,0.895097255988455
"ZNF587",6.21083831081184e-05,1.78958022032963,0.393,0.159,0.8958513179515
"UBAC2",6.54756504419862e-05,1.23285140033742,0.457,0.193,0.944420781975208
"NUP42",6.64207565270446e-05,1.1881295968199,0.443,0.182,0.958052992146091
"UPF3B",6.66365628908124e-05,1.3128706102605,0.443,0.193,0.961165783137079
"GRIPAP1",6.96159116947403e-05,0.855610090664825,0.514,0.227,1
"RHOBTB3",7.10294344959417e-05,-0.64636059372151,0.921,0.977,1
"MITD1",7.10528591514312e-05,1.4081511136936,0.343,0.102,1
"RANBP3",7.11090685496655e-05,2.29977495264881,0.264,0.057,1
"NUP62",7.40726393213804e-05,1.56461385532935,0.379,0.136,1
"RAD1",7.5050256078296e-05,0.950300530875787,0.471,0.182,1
"ZNF433-AS1",7.58418563375618e-05,1.37454272105078,0.357,0.114,1
"TMEM39A",7.83992148029669e-05,1.50007360313464,0.379,0.136,1
"ZNF480",8.1301053747759e-05,1.52654581449583,0.321,0.091,1
"PTPRE",8.19630529622912e-05,2.58648835495212,0.307,0.091,1
"COMMD8",8.33767185479073e-05,0.936806173512806,0.393,0.136,1
"DTNB",8.48700875746261e-05,1.38459638571471,0.314,0.08,1
"NUP50",8.53818651768946e-05,1.21467138427239,0.479,0.205,1
"SMAP2",8.68790343806156e-05,1.3445038946694,0.443,0.182,1
"DXO",8.72642615276186e-05,1.16968392949908,0.386,0.136,1
"HMBS",8.89707213753284e-05,1.42325800608381,0.379,0.136,1
"ZNF787",9.52328397971265e-05,1.162025842884,0.457,0.205,1
"NFYB",9.75142743573222e-05,1.29538318353165,0.429,0.17,1
"MOSPD3",9.98561494611152e-05,1.14643664851994,0.443,0.182,1
"CSGALNACT2",0.000100839734768737,1.49161202438645,0.371,0.125,1
"DEF8",0.000105765104619725,1.02317084827094,0.457,0.182,1
"DOHH",0.000106204147005926,1.60698880705116,0.343,0.114,1
"TIMM44",0.00010655950951288,1.33014860169233,0.357,0.114,1
"SFXN3",0.000108766307652117,1.79963388499355,0.35,0.125,1
"ARRDC3",0.000108935227411587,0.99757326260546,0.443,0.182,1
"TMEM245",0.00011086680163762,1.13750352374993,0.386,0.125,1
"CHMP7",0.000111595959831375,1.6256044852185,0.329,0.102,1
"ATAD3C",0.000111596633228362,1.12851474052268,0.414,0.159,1
"GEMIN8",0.000111923789581776,0.915111102413487,0.4,0.136,1
"CLK3",0.000113545235590363,0.915111102413487,0.421,0.159,1
"DNMT1",0.000115025513743492,1.02202630633,0.45,0.182,1
"TBL3",0.000115696933773722,1.42968427524325,0.371,0.136,1
"TMEM68",0.000116913051969619,1.24768644150036,0.386,0.148,1
"DMWD",0.000120598214328148,1.0354053361312,0.429,0.159,1
"NIPBL-DT",0.000121777791833526,1.65207669657969,0.35,0.125,1
"BTBD7",0.000122215307583871,1.29167445387769,0.364,0.125,1
"TMEM203",0.000122556196722463,1.18575869235716,0.407,0.159,1
"RTL8C",0.000128974263072855,1.48215169513738,0.393,0.159,1
"ZGPAT",0.000129412343154191,2.04635563569174,0.271,0.068,1
"NUMB",0.000129742931980838,1.3450989431583,0.443,0.193,1
"PWWP2A",0.000130361458653949,1.21056698593966,0.414,0.159,1
"GNPDA1",0.000135238569036619,0.915111102413487,0.45,0.182,1
"SNRK",0.000137061225694699,1.84799690655495,0.329,0.114,1
"FBXO36",0.000140682992195525,1.68064584877646,0.307,0.091,1
"ZNFX1",0.000146255594124929,1.27204564712876,0.379,0.136,1
"NOP2",0.000153806471920009,1.91511110241349,0.271,0.068,1
"TTC12",0.000155248770309718,1.91511110241349,0.286,0.08,1
"FBXO11",0.000156822505236728,1.21911728930359,0.471,0.205,1
"ECHDC3",0.000158823934893808,1.33014860169233,0.393,0.159,1
"NHLRC2",0.000165971057750142,1.33014860169233,0.314,0.091,1
"EML3",0.000168665900117001,2.17145085567327,0.25,0.057,1
"ANKRD39",0.000170947898655469,1.14643664851994,0.421,0.17,1
"AL451165.2",0.000175905237737327,1.20461771960847,0.407,0.159,1
"SF3A2",0.000179720701736403,1.1202255323181,0.45,0.205,1
"MYO9B",0.000184963926107507,2.44562581911227,0.264,0.068,1
"MPHOSPH6",0.000186821993831068,1.99311361441476,0.25,0.057,1
"UGGT1",0.000188223055205263,1.18575869235716,0.393,0.148,1
"TBCD",0.000192441605988904,0.958179824305373,0.407,0.159,1
"TRAPPC12",0.000193216008766759,0.883746931504152,0.471,0.205,1
"PIR",0.000194715098215492,1.34645041402143,0.4,0.159,1
"HLA-C",0.00019538783510145,0.466582538065295,1,1,1
"FBXL18",0.000196289300805565,2.05806905625553,0.279,0.08,1
"LSM10",0.000197002683690182,0.695145418471579,0.671,0.489,1
"SOGA1",0.000203389392497379,1.35568369379947,0.329,0.102,1
"TNK2",0.000205445533335971,1.06711419585854,0.4,0.159,1
"AKTIP",0.000206835656780298,1.33014860169233,0.357,0.125,1
"OGFRL1",0.000207528388312683,1.26658347291486,0.414,0.159,1
"NACC1",0.000211497190087516,1.18575869235716,0.4,0.17,1
"RFC2",0.000214583375743396,1.51235193291308,0.329,0.114,1
"SEC24C",0.000215221959491218,1.08017034868398,0.421,0.182,1
"ARFRP1",0.000217829251181995,1.33014860169233,0.371,0.136,1
"ENTPD6",0.000218800729226871,0.969558886435864,0.393,0.148,1
"PDLIM7",0.000220244578871229,1.85040541302567,0.393,0.17,1
"LINC02482",0.000222062176318183,1.23703919730085,0.364,0.136,1
"GRK2",0.00022320256086792,1.16022360025002,0.45,0.205,1
"ATG4B",0.000225242027575861,1.44562581911227,0.4,0.182,1
"CSRNP2",0.000227319139548734,1.94158331377468,0.279,0.08,1
"KLHL5",0.00022754125376536,0.866201501932541,0.464,0.205,1
"ELK1",0.000228554897642993,1.1045889012772,0.393,0.148,1
"INTS7",0.000234346594739395,1.54314232502653,0.286,0.08,1
"WARS",0.000234472342666164,1.59863743761823,0.3,0.091,1
"MAN2B1",0.00023598215751717,1.68378555630703,0.343,0.125,1
"YOD1",0.000238985740050019,1.88473745336997,0.264,0.068,1
"AP5B1",0.000247574332621423,1.44562581911227,0.257,0.057,1
"EXOC8",0.000249642920379415,1.74518610097117,0.293,0.091,1
"FBXO44",0.000249874024161004,1.16303861585707,0.35,0.125,1
"KLHL42",0.000251976216830002,1.3099707197547,0.379,0.148,1
"NOP14-AS1",0.0002541596827953,1.53178246286198,0.286,0.08,1
"CHSY1",0.000254470052660436,0.802217046007554,0.343,0.114,1
"CTSO",0.000254783985244897,0.960198991942025,0.371,0.125,1
"ZC3H7A",0.000255685431597954,1.37454272105078,0.371,0.148,1
"SLC25A17",0.000259898120378035,1.23196820775343,0.379,0.148,1
"RELB",0.000260052629940548,1.4594316186373,0.364,0.148,1
"ARMC8",0.000265608403533742,1.74518610097117,0.279,0.08,1
"UNC93B1",0.000268277325673487,1.13750352374994,0.443,0.216,1
"FICD",0.000277207971938455,2.07738253131236,0.257,0.068,1
"NISCH",0.000284898226196909,0.990073160094709,0.421,0.17,1
"OVOL2",0.000294808044250457,1.94905843433682,0.257,0.068,1
"CRNDE",0.000294850645270242,-0.464041861166825,1,0.989,1
"AFF1",0.000299419999365403,1.33014860169233,0.379,0.159,1
"ARRDC1",0.000300739156025813,1.31200125498207,0.4,0.182,1
"ARL14EP",0.000304359320282682,1.27204564712876,0.386,0.17,1
"HIST2H2AC",0.00030557591198753,1.33014860169233,0.343,0.125,1
"CSK",0.000305892208067798,2.1881295968199,0.257,0.068,1
"SETD3",0.000311338883464706,1.48768987867881,0.314,0.102,1
"PPIH",0.000316570425660636,1.1202255323181,0.429,0.193,1
"NFKBIB",0.000318121834306916,1.3128706102605,0.393,0.17,1
"EXOC4",0.000319435619875706,0.785343227443157,0.443,0.182,1
"SNX13",0.000321888887627817,1.28950661719498,0.379,0.159,1
"THRSP",0.000322013576964318,0.84952276078591,0.407,0.159,1
"BRF2",0.000327493013751801,1.54314232502653,0.307,0.102,1
"FAHD2B",0.000329510564164159,1.25614802024855,0.364,0.136,1
"COPS7B",0.00033401691175617,1.55254102302878,0.307,0.102,1
"MTHFD1",0.000334812843973107,1.21279165105417,0.35,0.125,1
"DIDO1",0.000336162108628601,1.48768987867881,0.336,0.125,1
"SDR39U1",0.000345436701354167,1.13750352374994,0.414,0.182,1
"ZNF609",0.000345729384858898,1.78958022032963,0.271,0.08,1
"XPNPEP3",0.000352419761613963,0.915111102413487,0.364,0.136,1
"NIPA2",0.000353030491470267,1.20461771960847,0.436,0.205,1
"TRAPPC8",0.000353386021650841,1.46259889771598,0.336,0.125,1
"CAB39",0.000355041044288109,1.21996568394191,0.357,0.136,1
"MAPT-AS1",0.000362141510303433,1.4594316186373,0.336,0.125,1
"KIAA1211L",0.000367008647711414,1.45353101719761,0.336,0.125,1
"PHF23",0.00036856328690135,0.879041847705965,0.429,0.193,1
"RNF146",0.000370766561793456,1.28123900121138,0.343,0.125,1
"KIF21A",0.000374503702770726,0.815575428862572,0.443,0.182,1
"NXPE3",0.000379080030286203,0.812017609449384,0.443,0.193,1
"MORC3",0.000382137371486759,1.29362272566722,0.379,0.159,1
"OTULIN",0.000383075112204368,1.09568334805531,0.393,0.159,1
"UBAP1",0.000384878685644939,1.36762330711099,0.379,0.159,1
"CIAO2A",0.000388009127944902,1.12851474052268,0.436,0.216,1
"DCTN5",0.00038898588984294,1.5888828700925,0.343,0.136,1
"CLDN4",0.000390784141119361,-0.573839433478202,0.979,1,1
"NFS1",0.000391227832867258,1.40543672899657,0.321,0.114,1
"HIST2H2AA4",0.000391769953406726,1.70866022494606,0.286,0.091,1
"USP39",0.000395138996090903,1.3539953436467,0.35,0.136,1
"PHC3",0.000400946654859539,0.860663318391111,0.443,0.193,1
"TADA2B",0.000405638879856615,1.17342309800488,0.371,0.148,1
"SPIDR",0.000406909363885817,1.04635563569174,0.407,0.17,1
"ZNF598",0.000411007234491813,1.35762933811444,0.307,0.102,1
"LARP4B",0.000417055039860549,1.13750352374994,0.421,0.193,1
"IPP",0.000417109132814019,1.02529402016391,0.386,0.159,1
"ATG4D",0.000420563468637403,1.01295842581163,0.379,0.148,1
"SENP5",0.000423442507586151,1.3890422907459,0.371,0.159,1
"RCE1",0.000424504340879754,1.06711419585854,0.4,0.17,1
"MAVS",0.000424982409366897,0.958179824305373,0.371,0.148,1
"C11orf68",0.00042858852514664,1.53178246286198,0.271,0.08,1
"VRK2",0.000429801485485996,1.31103977874463,0.371,0.148,1
"C12orf45",0.00043422904738137,1.65207669657969,0.321,0.125,1
"AC132192.2",0.000434633289763878,1.91511110241349,0.25,0.068,1
"SYCE3",0.000434682495108239,1.94905843433682,0.25,0.068,1
"DNAJA3",0.00043591194699959,0.894933220475857,0.407,0.17,1
"IDUA",0.000436090201461695,0.933489631728342,0.45,0.216,1
"CDK9",0.000440107108178386,0.974004791467056,0.407,0.17,1
"DDHD2",0.000445150284097504,1.57807611513592,0.286,0.091,1
"NCLN",0.000445398441832186,1.16303861585707,0.357,0.136,1
"UBA7",0.000447076722717498,1.24441872766645,0.3,0.091,1
"RAB33B",0.000448005867536284,1.88034568425281,0.25,0.068,1
"YTHDF3-AS1",0.000456877909349251,1.3807746747623,0.321,0.114,1
"TAOK3",0.000457691115987982,1.25906550363085,0.45,0.227,1
"DLAT",0.000462039349388733,1.26874805702819,0.279,0.08,1
"MRPL21",0.000465606049260261,0.646820971128198,0.65,0.432,1
"ISY1",0.000468036110660837,0.984652035666564,0.443,0.205,1
"SYN1",0.000471768193980661,1.44562581911227,0.343,0.136,1
"ZNF330",0.000473683286763212,0.697880386192818,0.429,0.193,1
"FBXL12",0.000475867298567959,1.51457317282976,0.3,0.102,1
"CEP104",0.000480491880093914,0.915111102413487,0.386,0.148,1
"TLK2",0.000481820989838651,1.45353101719761,0.314,0.114,1
"RILPL2",0.000481867146718822,2.54516149266318,0.307,0.114,1
"NAAA",0.000484329968997823,1.42968427524325,0.314,0.114,1
"ATP13A2",0.000485348696382746,0.953078952612508,0.414,0.182,1
"LATS1",0.000486510294804513,1.19688207082887,0.336,0.125,1
"WDR55",0.0004935736343595,0.99311361441476,0.436,0.205,1
"BORCS8",0.00049550814303077,0.915111102413487,0.421,0.182,1
"MAPK8IP1",0.000497599775738734,0.982225298272024,0.436,0.205,1
"SCYL3",0.000502853598555292,1.01295842581163,0.336,0.114,1
"CCM2",0.000507263727341673,1.1641386502534,0.393,0.17,1
"RABL2B",0.000513332422096654,1.20461771960847,0.307,0.102,1
"SH3BP2",0.000514855946074338,0.899514247362468,0.464,0.216,1
"MVD",0.000517081718959161,1.0850361038558,0.329,0.114,1
"PYM1",0.000519270830965418,1.14831027870652,0.379,0.159,1
"CFAP53",0.000523658495641558,1.42530583473267,0.271,0.08,1
"SHARPIN",0.000524549126683555,0.70098629706064,0.657,0.455,1
"RSPH3",0.000535120521401066,1.12532880980383,0.357,0.136,1
"GOLGB1",0.000538777786851577,-0.724299182330046,0.821,0.943,1
"NOL10",0.000556156138944294,1.0850361038558,0.321,0.114,1
"SNUPN",0.000562767048677398,1.30590105544565,0.329,0.125,1
"LZTS2",0.000565272355278156,1.0354053361312,0.407,0.193,1
"ACAD9",0.000575670537605513,1.51235193291308,0.321,0.125,1
"PWWP3A",0.000582462611479824,1.06711419585854,0.429,0.193,1
"ZNF592",0.00058522299670027,1.65207669657969,0.264,0.08,1
"UBAC1",0.000587645194119,1.1202255323181,0.421,0.193,1
"PPTC7",0.000593226097413783,0.767553913999629,0.364,0.136,1
"TMEM94",0.000601499574690181,1.58648835495212,0.279,0.091,1
"CDK5R2",0.0006183432003118,0.733504295923539,0.471,0.227,1
"RIOK1",0.000619185863532626,1.28123900121138,0.321,0.114,1
"GOLIM4",0.000621251737740631,2.09953567355091,0.286,0.102,1
"FARS2",0.000623913635512231,1.56280935848261,0.293,0.102,1
"HLA-F",0.000628160746400997,0.701171246107863,0.771,0.682,1
"CEP95",0.000633162360468607,0.97060621500519,0.3,0.102,1
"EIF4EBP3",0.000637746880544205,0.395332770452468,0.85,0.693,1
"LMBR1",0.000641486337881813,0.777607578663552,0.371,0.148,1
"ENG",0.000646597483433728,2.72869797818261,0.286,0.102,1
"AP5M1",0.00065094360499111,1.42530583473267,0.257,0.068,1
"ATE1",0.000655085242151966,1.1266152076072,0.343,0.136,1
"CFAP47",0.000660634399889153,1.25298074116987,0.393,0.182,1
"MTREX",0.00066353657882845,1.13750352374994,0.386,0.17,1
"MT-CO2",0.000664076083394222,0.34228619103304,1,1,1
"NPM3",0.000666539292564153,1.21467138427239,0.3,0.102,1
"LETM2",0.000674587232995002,1.1881295968199,0.357,0.148,1
"CCDC157",0.000687875453325198,1.5177756048681,0.25,0.068,1
"GEMIN7",0.000688532809919875,1.56280935848261,0.264,0.08,1
"BMS1",0.000691767139915883,0.876116970797623,0.421,0.182,1
"CLUH",0.000697296758847721,1.28434491207921,0.343,0.136,1
"DELE1",0.00070055578448119,0.804079790024743,0.414,0.182,1
"RXRB",0.000703921099846985,1.33014860169233,0.286,0.091,1
"CLN5",0.000704634153122041,0.915111102413487,0.379,0.148,1
"RRAS",0.000713155215592092,1.33014860169233,0.314,0.114,1
"MARC2",0.000715615148746804,0.967578522307622,0.443,0.216,1
"MNT",0.000717329373138022,1.26505357347045,0.343,0.136,1
"EIF2D",0.00073461798862796,0.652076696579693,0.521,0.284,1
"SPRYD7",0.000746595130743296,1.47310655553437,0.307,0.114,1
"MAN2B2",0.000747601684611476,0.71580229419008,0.45,0.205,1
"WDR12",0.000760324785902752,0.985500430304885,0.357,0.136,1
"SUPT20H",0.000766898095341383,1.28123900121138,0.329,0.125,1
"PRPSAP2",0.000767615820613631,1.08017034868398,0.4,0.182,1
"TGS1",0.000773093098587938,0.531782462861982,0.371,0.148,1
"LINC01137",0.00078127893582674,1.68378555630703,0.271,0.091,1
"SPG11",0.000787274880719601,0.818895787154184,0.464,0.239,1
"ACP2",0.000788299969136503,1.49161202438645,0.386,0.193,1
"HOXC9",0.000800318264313035,1.40053792958373,0.25,0.068,1
"HUS1",0.000800695312637888,1.50007360313464,0.279,0.091,1
"GPKOW",0.000805188957912204,1.23061292814142,0.329,0.125,1
"SREBF2",0.000805745909001776,1.28950661719498,0.364,0.159,1
"MT1X",0.000806117663370583,2.17145085567327,0.257,0.08,1
"OSBPL11",0.00081065813094251,1.35121021722016,0.357,0.159,1
"MBD1",0.000810977924372145,1.07430969726274,0.35,0.148,1
"PEX26",0.000811628108613093,1.24268576044199,0.343,0.136,1
"DNAJC9",0.000830855803943444,0.725008219033544,0.379,0.148,1
"PPP2R1B",0.000837409171472875,1.06711419585854,0.343,0.136,1
"NELL2",0.000845802980364694,0.943125478583084,0.293,0.102,1
"HLA-B",0.000848177149395782,0.56106306500903,0.986,1,1
"NADK",0.0008512306023753,0.89649542424614,0.436,0.216,1
"PPP2R2C",0.000857232347810743,0.704544116473829,0.414,0.182,1
"OGFR",0.000861140595325611,1.19074554502691,0.35,0.148,1
"P2RX4",0.000869430686462826,1.19890406841408,0.414,0.205,1
"PCP2",0.000871359989291757,0.683785556307031,0.379,0.159,1
"CPSF3",0.000873008399798897,0.985500430304885,0.364,0.148,1
"MVB12A",0.000887297860807473,0.736773861154974,0.557,0.33,1
"FAM43A",0.000891514096537252,1.50947230113689,0.343,0.148,1
"AP5Z1",0.000896709781253393,1.22323339777582,0.307,0.114,1
"DPP9",0.000898051258384775,1.13750352374993,0.357,0.148,1
"PNPT1",0.000901791440461598,1.08017034868398,0.364,0.159,1
"COMMD9",0.000908620305066888,1.09198886449757,0.393,0.17,1
"DNAAF5",0.000916533390441557,1.00822050680497,0.357,0.148,1
"C16orf95",0.000918740152679536,1.33014860169233,0.293,0.102,1
"ERCC4",0.000928434171628563,0.962416817191844,0.357,0.148,1
"MTERF4",0.000928740765341734,1.05950101174866,0.343,0.136,1
"HIVEP3",0.000930370820136829,1.13750352374994,0.414,0.205,1
"TACO1",0.00093328317248531,1.25071413419793,0.321,0.125,1
"FURIN",0.000938679839732022,1.03058831983342,0.386,0.17,1
"TPRN",0.000946903273392631,0.866201501932541,0.421,0.193,1
"IRGQ",0.000948389958361132,1.07265237939997,0.414,0.205,1
"SAC3D1",0.000954348870900431,0.832648942221514,0.457,0.227,1
"FASTKD2",0.000967045113756195,1.45353101719761,0.336,0.148,1
"RNF214",0.000971223901612753,1.06711419585854,0.307,0.114,1
"TRIOBP",0.000976780151438661,0.732247045263676,0.407,0.182,1
"C16orf87",0.00099054142033494,1.16022360025002,0.364,0.159,1
"ABCD4",0.00100099511856539,1.44562581911227,0.257,0.08,1
"NOL11",0.00100316828421141,0.894933220475857,0.364,0.148,1
"CD276",0.00100614756989174,1.09568334805531,0.371,0.17,1
"MAD2L1BP",0.00100924488038768,1.01295842581163,0.357,0.148,1
"AEN",0.00101024633473612,1.08222108824875,0.343,0.136,1
"RIC3",0.00101633948023942,1.26874805702819,0.279,0.091,1
"VPS36",0.00102010726912857,0.974004791467056,0.379,0.17,1
"TBC1D5",0.00102745006242761,0.915111102413487,0.421,0.205,1
"TP53RK",0.0010292226432606,1.01820459537759,0.321,0.125,1
"KIAA1143",0.00103106498238314,0.971694630779854,0.443,0.227,1
"UBR1",0.00103173900603121,1.3890422907459,0.3,0.114,1
"AVEN",0.00103249066588416,1.46765212544227,0.257,0.08,1
"MIOS",0.00103404452956285,1.07557577460673,0.329,0.125,1
"CARS",0.00103580131948419,0.836039531422288,0.407,0.182,1
"NUDT16",0.00103650010828745,0.97651164707763,0.393,0.17,1
"DNAJC13",0.00103988438326271,1.11150831521699,0.3,0.102,1
"TUBG1",0.00104150356202632,0.798297437430737,0.429,0.205,1
"FOXC1",0.00104567086566536,1.91511110241349,0.257,0.08,1
"DNM2",0.00104690253076941,1.01980848108018,0.45,0.227,1
"TMEM120B",0.00104953351596256,1.04202321489571,0.464,0.261,1
"SVBP",0.00105088386574672,0.806586645635318,0.371,0.148,1
"CEP97",0.00105129288943825,1.00822050680497,0.257,0.08,1
"TBC1D10B",0.00105391068484152,0.894933220475857,0.386,0.17,1
"RIC8A",0.00105877274372981,0.720095120008344,0.407,0.182,1
"RAI1",0.00106867693660304,1.16664986940945,0.3,0.114,1
"PHYKPL",0.0010750641757633,1.02046410255972,0.379,0.17,1
"NOVA1",0.001089131681467,-0.522665321160395,0.85,0.932,1
"TSPAN17",0.00110572270494284,0.490613273885577,0.464,0.216,1
"SMC6",0.00110609367705658,1.01197264166608,0.379,0.17,1
"ITCH",0.00110810091311454,1.2776811817982,0.293,0.102,1
"C12orf73",0.00110837199630095,1.11150831521699,0.321,0.125,1
"RALY-AS1",0.00111476298672658,1.35989594508638,0.271,0.091,1
"CSNK2A2",0.00112429671740693,0.68562925629072,0.45,0.216,1
"NUDT7",0.00112795684682341,1.15117846064701,0.307,0.114,1
