"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZBTB1",0.00571487541680323,1.5888828700925,0.286,0.136,1
"ORMDL3",0.00572168671326479,0.643306486951961,0.45,0.25,1
"N4BP1",0.00575571758099781,0.662723940779202,0.379,0.182,1
"NMT1",0.0057746514672759,0.829719611182843,0.421,0.239,1
"CUEDC1",0.00578136363355861,1.01820459537759,0.336,0.17,1
"YIF1B",0.00578857744970866,1.09568334805531,0.364,0.205,1
"ARRDC2",0.00579133631513142,1.50007360313464,0.271,0.125,1
"PGM1",0.00581774110111926,0.585405656934405,0.429,0.227,1
"RELL2",0.00581997508660698,0.866201501932541,0.421,0.239,1
"TBC1D1",0.0058341861466923,1.04286664961186,0.3,0.136,1
"POLR3D",0.00583967490521761,0.681620972193709,0.4,0.216,1
"XRN1",0.00584216227525538,0.974004791467056,0.35,0.182,1
"CHCHD6",0.00585326224313149,0.820474228275412,0.336,0.159,1
"CCNH",0.00590003166962975,0.870716983055034,0.679,0.557,1
"CYTH1",0.00590975468867623,1.26505357347045,0.279,0.125,1
"FLVCR1",0.0059131704635461,0.888144054813217,0.314,0.148,1
"BACE1",0.00593363003459663,1.0146467759644,0.257,0.102,1
"ALG9",0.00596829494548259,1.15327083960825,0.279,0.125,1
"P3H4",0.00598299680027376,1.1881295968199,0.307,0.148,1
"NUDT6",0.00600539189417576,0.794095701452121,0.371,0.193,1
"NSMCE4A",0.00602901950801898,0.755454436425002,0.479,0.295,1
"NAPB",0.00602984325817695,1.24441872766645,0.264,0.114,1
"BIN1",0.00602986903187328,1.27356507332596,0.264,0.114,1
"ACER3",0.00605028657969796,1.25071413419793,0.279,0.125,1
"TESMIN",0.00605760263672824,1.33014860169233,0.271,0.125,1
"CTDSPL2",0.00608275871666436,1.21467138427239,0.264,0.114,1
"CLPX",0.00608746821948098,0.989111683857264,0.321,0.159,1
"FLII",0.00608768627627049,0.760136442437146,0.486,0.295,1
"PAX8-AS1",0.00610709627784839,1.41761144294267,0.25,0.102,1
"TPMT",0.00613545345221375,0.652076696579693,0.364,0.182,1
"SH3BP5",0.00615219254842105,0.622930350920177,0.693,0.591,1
"HCCS",0.00616599029012226,0.828954458663772,0.371,0.193,1
"PODXL2",0.0061674979291724,-0.389743479114934,0.914,0.932,1
"CLIC4",0.00617469865314501,1.36967696587897,0.279,0.125,1
"SREK1IP1",0.00622838107301396,0.411068597075898,0.7,0.58,1
"HNRNPH1",0.00623624406069191,-0.379261269953314,0.914,0.989,1
"ACBD5",0.00627007595653778,0.500073603134643,0.45,0.239,1
"ZFAND2B",0.00627397319619872,0.856217413359918,0.364,0.205,1
"COA3",0.00630129410591773,0.37990163688943,0.814,0.693,1
"TMED4",0.0063067640402569,-0.418176854638423,0.986,0.966,1
"SMC5",0.00630834240140655,0.915111102413487,0.421,0.25,1
"TMEM241",0.00632676423123944,0.915111102413487,0.271,0.114,1
"LRRC47",0.00635299735616905,0.985500430304885,0.357,0.193,1
"MARCH5",0.00637644400318047,-0.669851398307669,0.55,0.659,1
"C2orf68",0.00638210060524673,1.16664986940945,0.279,0.125,1
"WDR54",0.00640122720797994,0.546466508619094,0.457,0.25,1
"PI4K2A",0.00640709024671068,0.832648942221514,0.364,0.193,1
"ZNF791",0.00640927470647083,0.793549122532574,0.414,0.239,1
"CALCOCO2",0.00642404614677074,0.366674477717445,0.85,0.727,1
"ZMAT5",0.00644411894893358,0.70098629706064,0.436,0.25,1
"C7orf25",0.00644968164537993,1.08914050218854,0.25,0.102,1
"AL024508.2",0.00645990609370803,0.782660806389837,0.307,0.136,1
"KDF1",0.00649662684208214,0.915111102413487,0.264,0.114,1
"MAP4K5",0.00654618653473369,1.15796762630965,0.329,0.17,1
"MAT2B",0.0065552932385588,1.13750352374993,0.329,0.17,1
"BRD1",0.00656716100794322,0.989111683857264,0.321,0.159,1
"PRKACA",0.00660315300814004,0.429684275243245,0.507,0.295,1
"NCKAP5L",0.00662062046619002,0.593183007526125,0.257,0.102,1
"FDXR",0.00662639343368697,0.823188612972448,0.386,0.205,1
"EMP2",0.00664314809915612,-0.357063957276776,1,0.977,1
"FRAT2",0.00666620658611438,0.727038754260915,0.379,0.193,1
"CHCHD7",0.0066703660477694,0.638270897054663,0.293,0.136,1
"FAM8A1",0.0066703747465116,0.806586645635318,0.336,0.17,1
"TTI2",0.00667186543767446,0.949058434336825,0.25,0.102,1
"BAP1",0.00667366260179304,0.960198991942025,0.343,0.17,1
"TMEM41A",0.00669933027049757,0.842598602629119,0.443,0.273,1
"ACYP2",0.00671643096509418,0.828954458663772,0.371,0.193,1
"RNF152",0.00673912047117196,0.63947665980006,0.279,0.114,1
"ZNF451",0.00674692446509643,0.789580220329628,0.421,0.239,1
"C22orf39",0.00676930482600197,0.539601967321281,0.407,0.227,1
"EMD",0.00678524394079645,0.475411548900374,0.864,0.739,1
"VAPB",0.00678850026510882,0.989111683857264,0.307,0.148,1
"IFT74",0.00688065863617473,0.593183007526125,0.436,0.227,1
"CYP4V2",0.00690704739140619,0.573005125588494,0.371,0.182,1
"TRAPPC2L",0.00691167590893912,0.306689628868342,0.914,0.773,1
"FCHO2",0.00691365466237318,0.522793679634727,0.364,0.17,1
"RDH11",0.00693232825392686,0.664049338245769,0.579,0.42,1
"ACTL6B",0.00693486733674431,0.558417589365448,0.429,0.227,1
"PEX11G",0.00695559313775632,0.51235193291308,0.371,0.17,1
"MRPS11",0.00697481269639806,0.646176095140009,0.571,0.432,1
"ZC3H6",0.00698684396806499,0.578076115135916,0.421,0.239,1
"EIF3J-DT",0.00699517534444717,0.712618238514744,0.379,0.205,1
"MTF1",0.00702679189316594,1.14957635605051,0.3,0.148,1
"PIN1",0.00703421139445671,0.358493227386292,0.857,0.761,1
"WBP1L",0.00703475875931174,1.16303861585707,0.3,0.148,1
"FHIT",0.007075023990783,0.760136442437146,0.471,0.295,1
"LINC01750",0.00709095483833473,0.832648942221514,0.3,0.136,1
"SLC50A1",0.00709789508728846,0.360394888560451,0.836,0.727,1
"UPP1",0.00710640322602432,2.0909609378129,0.393,0.273,1
"NADK2",0.00714142220370677,0.780810010701896,0.271,0.114,1
"ZMYM5",0.00715098047060931,0.811275291428947,0.321,0.148,1
"IGSF9",0.00715482544103409,0.95633376514,0.371,0.205,1
"TRIM47",0.00718294853522988,0.433242094656434,0.343,0.159,1
"GEMIN6",0.00720106327834331,0.652076696579693,0.4,0.216,1
"FAM83H",0.00722860206230712,0.738233340329408,0.4,0.227,1
"IFI27L2",0.00726254561319974,0.648324561718586,0.693,0.557,1
"GNA15",0.00728731815251426,1.72607727802347,0.293,0.136,1
"MORC2",0.00733009227251086,0.88034568425281,0.257,0.102,1
"ST3GAL5",0.00734646802471853,0.936806173512806,0.329,0.17,1
"CHKB",0.00735682845599185,1.13750352374993,0.264,0.114,1
"ADPGK",0.00736366791168189,1.03796785019902,0.279,0.125,1
"MARC1",0.00737740544662706,0.663572335417522,0.329,0.159,1
"CUL1",0.00740274355501475,0.853710557749344,0.35,0.182,1
"HES6",0.00743920569946139,0.915111102413487,0.25,0.102,1
"RFFL",0.00745353432729192,1.0500406824996,0.307,0.148,1
"HILPDA",0.00746373926565767,0.617029749480492,0.279,0.114,1
"MUS81",0.00750510457414655,0.860663318391111,0.286,0.125,1
"GGT7",0.00750688917191748,0.860663318391111,0.321,0.159,1
"SIK3",0.00752298243213294,1.03058831983342,0.4,0.239,1
"GALNS",0.00754181905842984,0.789580220329628,0.343,0.17,1
"PRRG2",0.00758679229172636,0.420346410663909,0.4,0.205,1
"RPUSD1",0.00759542242518483,0.795812174041143,0.329,0.159,1
"AL499604.1",0.00759828861621683,0.941583313774678,0.25,0.102,1
"RMDN3",0.00762754024891475,0.672540799139409,0.414,0.227,1
"HGS",0.00763992852180253,0.489805267680816,0.557,0.364,1
"TMEM175",0.00765810156002211,0.738233340329408,0.4,0.216,1
"KIAA0930",0.00767431208426244,0.708660224946061,0.429,0.239,1
"PSMD3",0.00767939834718762,0.393651543998489,0.779,0.67,1
"KLC2",0.00772234688415862,1.16303861585707,0.3,0.148,1
"FAM122B",0.00773641621148702,0.737323983198204,0.35,0.182,1
"SLC25A32",0.00776002099677651,0.552541023028779,0.321,0.148,1
"MTHFD2L",0.00777206098071623,0.827648261163147,0.264,0.114,1
"FBXO3",0.00777700962387431,0.522793679634727,0.371,0.193,1
"PIP4K2B",0.00779977453167153,0.99311361441476,0.25,0.102,1
"C5orf56",0.00781864565107168,0.99311361441476,0.329,0.17,1
"NEK4",0.00783225262116625,0.974004791467056,0.279,0.125,1
"BPGM",0.00783500310744171,1.15327083960825,0.271,0.125,1
"SETD7",0.00784732720781087,0.705188033039256,0.429,0.25,1
"TACSTD2",0.00785053397850003,-0.51748722488554,0.993,1,1
"C6orf47",0.00786140275369643,0.737323983198204,0.336,0.17,1
"CLSTN3",0.00786286479173458,0.51235193291308,0.35,0.159,1
"SPRYD4",0.00788265644246765,0.753360032416875,0.343,0.17,1
"TMEM184A",0.00789389440908306,0.671185519527398,0.436,0.25,1
"TCP1",0.00789524914620288,0.394278939112047,0.914,0.909,1
"TMEM267",0.0079200215443136,0.915111102413487,0.293,0.136,1
"MAFK",0.0079747878719906,0.522793679634727,0.414,0.227,1
"MARS",0.00800265112567495,0.686292411917606,0.371,0.193,1
"MCEE",0.00808824917238483,0.508485842950843,0.457,0.261,1
"LSG1",0.00809867907503304,0.815575428862573,0.379,0.205,1
"HNRNPA2B1",0.008122750633781,-0.279882521119585,1,1,1
"ATP6V1D",0.00817325176186246,0.419274492165315,0.843,0.761,1
"IMPA2",0.00823206315571505,0.989111683857264,0.314,0.159,1
"NCOA2",0.00826198237057886,0.713477241243836,0.343,0.17,1
"RMND1",0.00827193083652812,0.915111102413487,0.321,0.159,1
"GRIN2C",0.00837336234161732,0.979241439833203,0.314,0.159,1
"OSGIN2",0.00840226463744979,0.621914726069441,0.386,0.205,1
"ACOT4",0.00842516875852224,1.13750352374993,0.257,0.114,1
"GON7",0.00842829626242563,0.69938241135805,0.343,0.182,1
"MREG",0.00843381244479971,0.610256520885066,0.4,0.216,1
"OGFOD1",0.00847788422437607,0.674103002909692,0.379,0.193,1
"TTLL1",0.00848805580688605,0.722466024471091,0.257,0.102,1
"ZNF138",0.00850394968145298,0.504646332924467,0.45,0.25,1
"COQ10A",0.00850520080748873,1.17342309800488,0.314,0.17,1
"FBXW7",0.00850738741441263,0.525699410810137,0.35,0.17,1
"RECQL",0.00851256311314019,0.722466024471091,0.329,0.159,1
"LIAS",0.00853815373175243,1.30213422552273,0.264,0.125,1
"MAN2C1",0.00854135846058229,1.05806905625553,0.286,0.136,1
"GABPB2",0.00854172353066406,0.964864137610586,0.293,0.136,1
"RBMX",0.00856170372770912,-0.426848697295935,0.936,0.943,1
"ARHGAP1",0.00857433944123211,0.808195898496975,0.407,0.227,1
"DCK",0.00859656394322745,1.30213422552273,0.257,0.114,1
"CDC16",0.00860165481060419,0.704544116473829,0.379,0.205,1
"MAML1",0.00860442266325376,0.703606997219775,0.336,0.159,1
"MTRF1L",0.00862921870015314,0.789580220329628,0.357,0.193,1
"TMEM42",0.00864659731514878,0.722466024471091,0.443,0.273,1
"AL160408.1",0.00864940921003901,0.783866569135234,0.336,0.17,1
"CBR4",0.00867623733984442,0.894049486885657,0.357,0.193,1
"RIOK2",0.00869806939227218,0.800778426934492,0.45,0.284,1
"KAZN",0.00870468102307375,1.03058831983342,0.314,0.159,1
"IRF9",0.00870715754601597,0.798297437430737,0.386,0.216,1
"RABEP2",0.00871979873615072,1.0850361038558,0.307,0.159,1
"QTRT2",0.00876177088407792,0.806586645635318,0.364,0.205,1
"RALGAPA2",0.00879054758533192,1.09568334805531,0.314,0.159,1
"MAP4K3",0.00879949689791243,0.931599225202056,0.421,0.261,1
"ARHGEF2",0.00879962448998712,0.563638731912109,0.45,0.261,1
"MCOLN1",0.00882991127926738,0.541652706886042,0.429,0.227,1
"TMEM131",0.00883503147008381,0.732247045263676,0.414,0.239,1
"SLC11A1",0.00884208971080877,1.52279367963473,0.264,0.125,1
"ZNF335",0.00884662121225234,1.02404547396665,0.3,0.148,1
"CEP68",0.00887037319165178,0.89649542424614,0.393,0.227,1
"GATAD2A",0.00887073174468867,0.799633884993551,0.493,0.33,1
"SLC25A23",0.00887969916929986,0.915111102413487,0.264,0.114,1
"RELCH",0.00890079806864427,0.987260888169322,0.25,0.102,1
"AL445524.1",0.00890194194911863,0.522793679634727,0.414,0.239,1
"SETMAR",0.00890197479042087,0.832648942221514,0.371,0.205,1
"FAM217B",0.00895164037059974,1.13750352374994,0.314,0.17,1
"PAFAH1B2",0.00896470373525287,0.539601967321281,0.729,0.591,1
"C1orf109",0.00896764502552401,0.837108590412214,0.307,0.148,1
"CREBBP",0.00900894152566086,0.88034568425281,0.421,0.261,1
"TMEM45A",0.00900956217631558,0.773755253167945,0.307,0.148,1
"SLC27A5",0.00903025744398121,0.804079790024743,0.307,0.148,1
"MMEL1",0.00903563986722501,0.552541023028778,0.264,0.102,1
"SLC25A1",0.00905919509216783,0.706015503690497,0.521,0.375,1
"MTFR1L",0.00906902949954703,0.783866569135234,0.364,0.193,1
"KLHL35",0.00908796572720236,0.779456003055921,0.393,0.227,1
"MAPK12",0.0090929688495049,0.946819962140826,0.264,0.114,1
"CDK5RAP1",0.00910318511359415,0.695798074009011,0.357,0.182,1
"ABCB7",0.00911424654166358,0.56718779899318,0.371,0.193,1
"PANK2",0.00915260744311499,0.953078952612508,0.379,0.216,1
"NOL8",0.00915523459468453,0.482151695137381,0.343,0.17,1
"RALB",0.00915999772502096,0.464004348427121,0.414,0.227,1
"ASXL2",0.00917691430066534,0.433242094656434,0.343,0.17,1
"PLPPR2",0.00920107429992527,0.636809939926382,0.286,0.125,1
"ATP6V1B2",0.00920226351313672,0.563638731912109,0.786,0.716,1
"RNF223",0.0092171296471309,1.21279165105417,0.257,0.114,1
"PDZD8",0.00921932953711726,0.660793913680802,0.407,0.227,1
"ZNF302",0.00923500266739482,1.04635563569174,0.271,0.125,1
"RAB10",0.00923664480063544,0.355459690221518,0.9,0.784,1
"ITSN2",0.00924806953081945,0.659854047171412,0.45,0.273,1
"UCKL1",0.00928617103456476,0.641350289986635,0.393,0.205,1
"NFKB2",0.00933541303120583,0.794095701452121,0.386,0.205,1
"STRN3",0.00935264092370052,0.874469117916141,0.386,0.227,1
"FAM114A2",0.00937020292362158,0.789580220329628,0.393,0.227,1
"ALG2",0.00937950309902447,0.853710557749344,0.35,0.182,1
"TMEM11",0.00938336308368205,0.671185519527398,0.436,0.25,1
"ASH2L",0.0094200973308926,0.625604485218502,0.329,0.159,1
"DARS",0.00942912415671673,0.433578191347736,0.671,0.523,1
"C11orf54",0.00945522671391191,0.714812451927656,0.286,0.125,1
"MRPL3",0.00955028763209107,0.445625819112267,0.807,0.75,1
"MAP1S",0.00956419270480584,0.915111102413487,0.343,0.182,1
"QSER1",0.00959209280839649,0.622930350920177,0.3,0.136,1
"TNFRSF18",0.00960266112620631,0.486874105379784,0.743,0.682,1
"MTERF3",0.00960964657102922,0.71919089243823,0.321,0.159,1
"MED26",0.00960987875328928,0.815575428862573,0.343,0.17,1
"ZSCAN18",0.00961110974315694,0.815575428862573,0.25,0.102,1
"CLK4",0.00965508045401595,0.387481776758282,0.4,0.205,1
"FAM107B",0.00965704074305837,0.983823852497501,0.307,0.148,1
"DZIP3",0.00967418919954945,0.819533442431256,0.393,0.227,1
"TRIM38",0.00969374339865243,0.947901037531156,0.357,0.193,1
"FADS3",0.00971478819491705,0.837943241891027,0.421,0.25,1
"MAPK8",0.00973511599460276,0.752381602375379,0.336,0.17,1
"SCNM1",0.00974100884531078,0.632711371712762,0.379,0.205,1
"MMP24OS",0.00974587926524762,0.34164424053016,0.85,0.739,1
"NANS",0.00977120916132993,0.513153430178633,0.829,0.761,1
"TIMM8A",0.00978265430622375,0.797274612119629,0.279,0.125,1
"ST3GAL1",0.00978613502022255,0.829719611182843,0.4,0.227,1
"RBM4B",0.00982542434620924,1.00257394366383,0.293,0.148,1
"PSMC2",0.00982565995929012,0.473106555534374,0.8,0.659,1
"C7orf26",0.00984119197443714,0.708660224946061,0.307,0.148,1
"HCG18",0.0098867728003065,0.635003183220752,0.414,0.239,1
"AC026979.2",0.00991617088261333,0.652076696579693,0.321,0.159,1
"USP36",0.00993228479700454,0.675284087741018,0.421,0.239,1
"ANKRD40",0.00993744204457703,0.84799690655495,0.343,0.182,1
"AL021155.5",0.00997368579172295,0.794816868695775,0.279,0.125,1
"ANKRD50",0.00997438056971067,0.97060621500519,0.286,0.136,1
"TIMM23",0.00998279834547915,0.675923438534061,0.371,0.193,1
"ADCY3",0.00998746542858747,1.17342309800488,0.314,0.17,1
"TAF6",0.0100011172711263,0.587946359159978,0.336,0.159,1
"ACAP3",0.0100094921727728,0.915111102413487,0.3,0.148,1
"SERPINH1",0.010015752739341,1.30515422222546,0.614,0.557,1
"TMEM159",0.0100255117129947,0.426363916951634,0.357,0.182,1
"TRIO",0.0100722176349137,0.915111102413487,0.321,0.159,1
"ADGRB2",0.0101129545119153,0.915111102413487,0.314,0.159,1
"NUP98",0.0101192241337205,0.756413356394429,0.414,0.239,1
"ING3",0.0101622476200373,1.23703919730085,0.25,0.114,1
"TM4SF1",0.0101651318745749,-0.289411578588182,0.986,1,1
"RAPH1",0.0101761564136753,0.842047640223764,0.364,0.205,1
"MFAP1",0.0101779894902959,0.365772511423052,0.457,0.25,1
"EIF2B1",0.0101804176952148,0.490613273885577,0.414,0.239,1
"ARID5A",0.0101811440895631,1.43706380560884,0.336,0.193,1
"PCGF3",0.0102163586713465,0.832648942221514,0.357,0.193,1
"CENPV",0.0102443111644184,0.804079790024743,0.279,0.125,1
"FUNDC1",0.010262323751669,0.641350289986635,0.4,0.216,1
"PAK1IP1",0.0102857837443519,0.625604485218502,0.336,0.17,1
"RNF40",0.0103175111169676,0.73895414725966,0.414,0.25,1
"CYFIP1",0.0103420249041486,1.01132641767279,0.414,0.261,1
"NAB1",0.010373139730757,0.379058202173277,0.329,0.159,1
"CEP170",0.0103957646300403,0.780810010701896,0.536,0.386,1
"RPP30",0.0104130460690347,0.915111102413487,0.314,0.159,1
"OSTF1",0.0104704912894096,0.72406280940542,0.507,0.352,1
"ASXL1",0.0104970578436692,0.58953523051098,0.393,0.227,1
"SYVN1",0.0105038554149603,0.893084796083488,0.343,0.193,1
"WDYHV1",0.0105039799867136,0.949058434336825,0.271,0.125,1
"SLC25A38",0.0105161771469697,0.546466508619094,0.414,0.25,1
"CCDC90B",0.0105169562777368,0.448330028040645,0.457,0.261,1
"DNAJC16",0.0105203273633974,0.745186100971175,0.329,0.17,1
"AC008124.1",0.0105243680426007,0.519182426082348,0.343,0.17,1
"BDH1",0.010547143772234,0.727038754260915,0.407,0.239,1
"EMC9",0.0105533201734207,0.582535763326616,0.436,0.25,1
"CACNB3",0.0105750523021632,1.10775618035588,0.279,0.136,1
"HDGFL2",0.010593932998796,0.661992165444776,0.393,0.216,1
"ACE",0.0106430976808451,0.97060621500519,0.3,0.148,1
"HOOK3",0.0106535000384951,0.951636978438601,0.343,0.182,1
"TCEA2",0.0106546932057029,0.258889918522509,0.7,0.545,1
"DR1",0.0106732628076239,0.819533442431256,0.371,0.205,1
"ACAP2",0.0106960099017171,0.607376889108879,0.629,0.5,1
"ERCC5",0.0107004300079684,0.946819962140826,0.257,0.114,1
"STARD3NL",0.0107012752240018,0.815575428862573,0.414,0.25,1
"ARPC1A",0.0107022662570552,-0.378388584147358,0.914,0.977,1
"SMAD3",0.0107151100047695,0.390690143627382,0.386,0.216,1
"ZNF43",0.0107458066334606,0.884737453369968,0.271,0.125,1
"CCDC117",0.0107460552611634,0.73068653127606,0.336,0.17,1
"TRIM16",0.0107677917801103,0.761487913300275,0.379,0.216,1
"BNIPL",0.0107722776361116,0.915111102413487,0.3,0.148,1
"PLEKHA1",0.0107821669640985,0.660793913680802,0.379,0.205,1
"TMEM198",0.0107859747585153,0.581687368688295,0.329,0.159,1
"MED11",0.0107957049201157,0.745186100971174,0.4,0.227,1
"NEK6",0.0108123003155795,0.960198991942025,0.336,0.182,1
"DENND10",0.0108493778860089,0.754646430220241,0.486,0.33,1
"KIAA1522",0.0108800722808064,-0.483438274076788,0.614,0.739,1
"RAP1B",0.010899140558369,0.54219907880732,0.793,0.739,1
"ABL1",0.01091410409828,0.714812451927656,0.264,0.114,1
"BDP1",0.0109461679665974,-0.566346822553809,0.829,0.864,1
"AC008915.2",0.0109570546282693,0.915111102413487,0.271,0.125,1
"HMGN4",0.0109601051022231,0.593183007526125,0.436,0.261,1
"RMND5A",0.0109631970064625,0.415037499278844,0.379,0.205,1
"SLC66A1",0.0109779603141913,0.619655218887315,0.279,0.125,1
"UFSP2",0.0109914544846163,0.600237765060075,0.443,0.261,1
"SHROOM1",0.0110024634163265,0.652076696579693,0.307,0.148,1
"SLC22A17",0.0110887286237194,0.884737453369968,0.257,0.114,1
"ZCCHC8",0.0110945346266301,0.66895051514409,0.4,0.227,1
"AC027682.6",0.0111154120991056,1.00257394366383,0.271,0.125,1
"RB1",0.0111286236315381,1.13750352374994,0.314,0.159,1
"NMRAL1",0.0111356909930814,0.344648171387446,0.814,0.659,1
"PIK3CB",0.0112044171728338,0.581687368688295,0.3,0.148,1
"YTHDC2",0.011235235671475,0.80931643839089,0.429,0.273,1
"CLINT1",0.0112634824775952,0.457904148890704,0.757,0.625,1
"TRIM11",0.0112763894188233,0.375952291305455,0.379,0.193,1
"LONP1",0.011301504594599,0.66895051514409,0.407,0.239,1
"CD74",0.0113329006828443,1.93015498263794,0.829,0.909,1
"MSRB1",0.0113887625459701,0.63947665980006,0.329,0.159,1
"CLU",0.0114251311976327,-0.252161322716672,1,1,1
"ANAPC10",0.0114802327810165,0.66575163347677,0.307,0.148,1
"TSPAN33",0.0114837234634954,0.89086355616681,0.3,0.148,1
"AGT",0.0115461304905434,1.10544231451764,0.336,0.182,1
"SLC39A11",0.0115630527553204,0.862643682519352,0.357,0.193,1
"GPR155",0.0115662492899432,0.702117379079289,0.4,0.239,1
"ZADH2",0.011567631825217,0.76508565840888,0.379,0.216,1
"OSBPL2",0.0116099802090732,0.625604485218502,0.343,0.17,1
"KBTBD2",0.0116231224796089,0.720095120008344,0.4,0.239,1
"SUPT7L",0.0116708879012241,0.766247716499004,0.279,0.125,1
"FBXW11",0.011705630128657,0.799633884993551,0.371,0.216,1
"RIPOR1",0.0117230433606529,0.767553913999629,0.343,0.182,1
"SENP2",0.0117312866787689,0.836039531422288,0.364,0.205,1
"ICK",0.0117989172560082,0.770721193078312,0.3,0.148,1
"RRM1",0.0118065930446555,0.990662135420664,0.421,0.284,1
"MAF1",0.0118683098536895,0.507544852565779,0.843,0.773,1
"CROT",0.011873254440768,1.08914050218854,0.25,0.114,1
"DCPS",0.0118869320973421,0.552541023028779,0.336,0.17,1
"AL139220.2",0.0119423917485708,0.866201501932541,0.314,0.159,1
"TVP23B",0.0119611971532793,0.605783044305758,0.279,0.125,1
"WDR75",0.0119734894196487,1.06711419585854,0.25,0.114,1
"NKAPD1",0.0120162497622329,0.615550820554579,0.386,0.216,1
"ZFC3H1",0.0120187030687156,0.783321229857946,0.486,0.33,1
"PTRH2",0.0120604217298133,0.725008219033544,0.379,0.216,1
"SLC25A10",0.0120829376414418,0.487689878678811,0.343,0.17,1
"COG4",0.0121365187880995,0.350048159130036,0.443,0.239,1
"GABPB1-IT1",0.0121581107022872,0.794816868695775,0.343,0.193,1
"KPNA2",0.0121843529865712,0.555022012532534,0.621,0.489,1
"RPAP2",0.0122930346921377,0.597628912557317,0.35,0.182,1
"SURF6",0.012300178773894,0.832648942221514,0.286,0.136,1
"NFIA",0.012318852782086,-0.308585155469806,0.843,0.92,1
"PPP1R8",0.0123221639373235,0.849522760785911,0.271,0.125,1
"SLC25A46",0.0123391490210719,0.811275291428947,0.35,0.193,1
"CASP2",0.0123394395309412,0.944858445807539,0.293,0.148,1
"MCCC1",0.0123590638056958,0.836039531422288,0.371,0.216,1
"AC091729.3",0.012404373759766,0.625604485218502,0.314,0.159,1
"YEATS4",0.0124369978233224,0.573005125588494,0.407,0.239,1
"PEX2",0.0124850344832594,0.604323565131325,0.486,0.318,1
"GTF3C6",0.0125194445740324,0.370954818080216,0.871,0.807,1
"HOOK1",0.0125348089966336,-0.517848304862619,0.507,0.705,1
"SDE2",0.0125411246317793,0.52201615601532,0.743,0.682,1
"NFKBID",0.0125411986837087,1.05806905625553,0.25,0.114,1
"ZNF749",0.0125504567015735,0.287079879800445,0.379,0.193,1
"MINPP1",0.0125555783603199,0.736140961368168,0.314,0.159,1
"ZNF513",0.0126052285572797,1.02202630633,0.264,0.125,1
"FAM120AOS",0.0126076456081378,0.288500904333839,0.821,0.727,1
"CDC14A",0.0126084163625728,0.593183007526124,0.336,0.17,1
"PDP1",0.0126229566198566,0.982225298272024,0.25,0.114,1
"CCDC130",0.0126356221457745,0.704544116473829,0.379,0.216,1
"TTC14",0.0126857132011291,-0.494409391897791,0.629,0.761,1
"MRPL22",0.0127467050090991,0.42809365210429,0.85,0.716,1
"RAC3",0.0127605070833863,0.71919089243823,0.321,0.159,1
"UBQLN2",0.0127909570865602,0.692718681077039,0.45,0.295,1
"PRNP",0.0128035352884078,1.19688207082887,0.557,0.443,1
"LRTOMT",0.0128042232643452,0.782660806389837,0.314,0.159,1
"RHOV",0.0128182719979564,1.09198886449757,0.321,0.17,1
"GNAI3",0.0128777849704299,0.434485261507066,0.771,0.693,1
"GBF1",0.0129018337243368,0.631318136412896,0.407,0.239,1
"INO80D",0.0129079090762844,0.763108008968437,0.286,0.136,1
"MT1F",0.012913459206307,0.789580220329628,0.329,0.17,1
"NUP37",0.0129162649520566,1.10775618035588,0.25,0.114,1
"SLC1A2",0.012918480473956,0.99311361441476,0.379,0.216,1
"ANKS3",0.0129327596641954,0.627829150333016,0.35,0.182,1
"MARCH2",0.0129414228887435,0.539601967321281,0.393,0.216,1
"SNX4",0.0130620688999084,0.879041847705965,0.393,0.25,1
"GNA13",0.0130708334144847,1.62713033944946,0.464,0.33,1
"JKAMP",0.0131106828572251,0.512740014970804,0.664,0.523,1
"LUZP1",0.0131263965258475,0.764551425838106,0.429,0.273,1
"MLLT1",0.0131528773570442,0.638270897054663,0.314,0.159,1
"ZNF430",0.013168474126842,0.832648942221514,0.279,0.136,1
"SORL1",0.0132406481287934,1.17449773123214,0.293,0.148,1
"DGLUCY",0.0132586297535989,0.884737453369968,0.279,0.136,1
"ZRANB1",0.0132608840307149,0.823688074649892,0.479,0.33,1
"RGS12",0.0132956005429774,0.98619420047497,0.421,0.284,1
"NEIL1",0.0133058269640375,0.615550820554579,0.393,0.239,1
"TMEM238",0.0133224836844214,-0.290262735033115,0.95,0.977,1
"TACC2",0.0133466023624118,0.728697978182606,0.321,0.17,1
"APH1B",0.0133484256098613,0.652076696579693,0.421,0.25,1
"PSORS1C1",0.0133732249410247,0.987260888169322,0.25,0.114,1
"FNDC3A",0.0133915978889593,0.604323565131325,0.514,0.364,1
"SLC35B3",0.0134127319215135,0.97784685776145,0.25,0.114,1
"NELFB",0.0134217204115375,0.429684275243245,0.371,0.193,1
"ABHD17B",0.013441314185643,1.04635563569174,0.25,0.114,1
"DOCK1",0.013441314185643,1.04635563569174,0.25,0.114,1
"MNAT1",0.0134770722660461,0.652076696579693,0.55,0.398,1
"FBXO25",0.0135624404663301,0.835383909942753,0.414,0.25,1
"RNF20",0.0136118559966524,0.652076696579693,0.3,0.148,1
"COG5",0.0136231651146266,0.617029749480492,0.371,0.205,1
"CERS5",0.0137495128207293,0.770721193078312,0.329,0.17,1
"MRPL13",0.0137496599563803,0.342972642049914,0.807,0.693,1
